segment_id,latitude,longitude,upstream_npdes_count,upstream_npdes_pfas_count,nearest_pfas_facility_km,upstream_discharge_volume_m3,pfas_industry_density,afff_site_nearby,wwtp_upstream,landfill_upstream,mean_annual_flow_m3s,low_flow_7q10_m3s,stream_order,watershed_area_km2,baseflow_index,mean_velocity_ms,pct_urban,pct_agriculture,pct_forest,pct_impervious,population_density,airport_within_10km,fire_training_site,ph,temperature_c,dissolved_organic_carbon_mgl,total_organic_carbon_mgl,conductivity_us_cm,water_pfas_ng_l
seg_000334,26.05806076650031,-71.65203083679269,3,0,1.65,4534.0,0.11,0,1,0,8.83,2.076,2,106.7,0.523,1.03,53.2,77.4,0.0,23.0,417.3,0,0,7.71,16.7,1.55,2.06,298.4,10.73
seg_000335,25.936762453336314,-119.49874679131695,3,0,40.28,2539.0,0.222,0,0,0,11.61,0.728,1,239.1,0.556,0.648,41.2,71.0,0.3,15.2,1010.3,0,0,6.37,13.8,1.92,2.66,1121.4,4.68
seg_000336,44.675593432253166,-93.44069188614014,7,0,7.34,4634.0,0.101,0,0,0,20.54,4.988,6,786.9,0.737,1.453,17.6,20.3,50.7,11.4,51.7,0,0,6.76,17.3,5.82,7.07,76.5,2.14
seg_000337,41.18413076574055,-82.05044776933752,1,1,22.11,3100.0,0.664,0,0,1,18.92,5.132,4,379.7,0.295,0.586,26.8,40.7,41.1,20.4,13.7,0,0,6.46,21.3,3.38,4.98,59.6,36.57
seg_000338,35.90599806900848,-81.0982429826332,7,0,17.09,238.0,0.162,0,1,0,89.99,23.15,2,1582.4,0.212,1.894,29.6,16.6,43.2,21.2,11.8,0,0,6.47,18.5,2.9,3.69,200.5,2.7
seg_000339,27.250185694973034,-89.81046028573978,6,1,1.65,5431.0,0.935,0,0,0,1.69,0.232,1,68.9,0.558,1.511,13.9,50.9,43.6,9.3,18.2,0,0,6.28,11.0,4.58,5.4,120.2,19.76
seg_000340,36.30716512768714,-115.3263345593469,4,0,9.8,650.0,0.411,0,1,0,28.31,8.317,4,1252.9,0.578,0.327,26.2,35.2,30.7,12.9,155.4,0,0,6.82,15.7,3.44,3.63,53.3,9.68
seg_000341,35.88985072795301,-78.74960787138347,3,2,7.38,5699.0,0.358,0,0,0,17.07,3.067,3,641.8,0.779,0.366,37.4,40.8,30.6,28.6,256.5,1,0,7.12,17.2,1.44,2.03,790.0,140.22
seg_000342,28.98364300793035,-83.23354265613315,0,0,39.98,10062.0,1.118,0,0,0,16.2,2.345,1,407.4,0.26,0.783,21.1,69.3,0.7,16.1,4.4,0,1,7.53,21.8,1.67,2.11,129.6,6.37
seg_000343,34.97858793247338,-120.0041252501559,1,0,4.28,39543.0,0.881,0,0,0,173.17,33.868,3,2521.1,0.445,0.152,13.9,58.1,24.1,8.7,14.1,0,0,7.17,21.0,3.39,3.55,361.4,7.27
seg_000344,34.16560889113959,-98.09903016888617,5,0,10.15,4251.0,0.857,1,1,0,35.75,4.513,2,1779.5,0.627,0.193,49.9,81.0,0.0,25.0,660.0,0,0,7.11,16.7,9.29,12.75,247.5,13.25
seg_000345,39.16455225520098,-114.9093108277354,5,1,2.62,1273.0,0.652,0,1,0,6.7,0.634,1,135.4,0.534,1.466,16.2,78.2,0.0,10.7,42.6,0,0,7.21,20.9,1.63,1.67,684.4,17.12
seg_000346,39.60715396995581,-105.42633134864764,5,0,28.7,24483.0,0.476,0,1,0,25.16,2.286,3,615.7,0.772,0.722,2.7,55.6,39.8,1.6,3.5,0,0,6.7,25.7,2.45,2.85,241.6,6.13
seg_000347,26.041992224757024,-123.95129665207024,5,0,19.29,5261.0,0.229,0,0,0,5.3,0.49,2,151.1,0.253,0.487,41.6,26.3,50.0,19.7,5.0,0,0,7.19,24.6,2.0,2.28,198.6,5.48
seg_000348,33.616090136408836,-101.78086763217603,5,0,79.35,203937.0,0.275,0,0,0,41.54,4.448,5,1263.2,0.288,0.799,29.5,67.3,0.0,17.0,4.0,0,0,7.42,12.7,5.75,8.59,1302.4,2.05
seg_000349,39.39477806142744,-93.10713857293979,2,0,40.48,205.0,0.521,0,0,0,16.73,4.545,1,99.0,0.568,1.967,23.5,18.2,68.2,9.4,2.7,0,0,7.18,11.7,4.51,5.73,874.7,2.55
seg_000350,36.57213394734202,-89.06420961602896,4,0,45.14,1382.0,0.095,0,1,0,130.96,19.798,5,5942.3,0.577,1.815,6.9,25.5,46.6,4.4,4.4,0,0,7.15,14.1,3.83,4.62,1329.7,3.72
seg_000351,44.69926634733141,-86.51755998253482,9,1,2.77,1148.0,1.212,0,0,0,3.24,0.162,1,144.6,0.479,0.584,55.4,79.6,0.0,41.8,123.4,0,0,7.51,9.2,3.6,4.29,174.0,154.41
seg_000352,40.14995352723574,-76.49510384005733,2,0,7.21,173143.0,1.558,0,1,0,10.13,1.276,1,107.5,0.644,0.245,15.5,66.3,40.4,8.8,3.0,0,0,7.02,16.6,2.94,3.88,62.3,23.69
seg_000353,28.74749182287288,-112.50315137800766,5,0,21.59,10679.0,0.052,0,0,1,4.62,1.381,3,199.6,0.401,0.724,26.3,43.6,28.1,12.1,37.9,0,0,6.99,17.2,6.61,6.79,413.7,4.87
seg_000354,26.623081190209888,-118.01205429856886,0,0,0.41,85.0,0.011,0,0,0,11.78,2.757,3,142.1,0.364,0.117,21.0,53.1,24.4,16.4,43.7,0,0,7.27,17.3,2.93,4.04,494.7,8.17
seg_000355,39.77564339874526,-75.61084402992032,4,1,21.71,129.0,0.133,1,0,0,3.8,0.669,1,60.6,0.313,0.521,39.7,74.4,0.0,24.6,421.3,1,0,6.92,9.7,5.44,6.35,507.8,320.21
seg_000356,25.6097601424573,-115.91645673622631,1,0,45.12,18939.0,0.713,0,0,0,118.62,9.708,5,3364.2,0.564,1.287,46.3,30.9,7.1,25.9,641.5,1,0,8.06,13.4,4.79,5.06,141.3,4.71
seg_000357,38.472838369289654,-68.46391528250068,6,0,1.79,543.0,0.057,0,1,0,1.63,0.267,4,79.9,0.683,0.271,17.2,53.0,35.5,8.6,47.2,0,0,8.05,24.3,1.51,2.21,170.1,17.01
seg_000358,46.62529555277403,-76.13278269487905,2,0,56.72,3652.0,0.233,0,1,0,30.46,6.394,1,812.3,0.218,0.427,19.6,59.4,27.7,11.3,90.0,1,0,7.61,17.1,6.44,8.59,41.2,5.12
seg_000359,38.23590609114522,-95.94915685840326,3,0,0.13,2139.0,0.033,0,0,1,2.56,0.717,2,57.2,0.296,0.92,42.9,62.8,1.8,23.5,29.2,0,0,6.57,15.8,4.54,5.79,189.2,41.36
seg_000360,33.927908302750005,-68.07755735452254,5,0,3.64,247499.0,0.283,0,0,1,16.91,2.925,4,479.1,0.712,1.459,10.7,51.1,42.5,7.6,36.2,0,0,7.51,17.3,2.15,2.64,419.1,9.11
seg_000361,39.795629024174126,-119.35214971173576,4,2,1.71,2685.0,0.463,0,1,0,140.98,26.366,4,2182.9,0.213,1.102,42.7,55.6,0.0,32.0,21.4,0,0,7.64,19.5,8.87,12.6,476.0,5.51
seg_000362,35.53981648130488,-107.4221858518441,5,0,19.57,1752.0,0.495,0,0,1,1.87,0.359,4,87.8,0.227,1.493,38.7,77.4,0.0,26.8,9.9,0,0,6.55,11.8,8.08,10.89,40.5,8.84
seg_000363,37.5491861542665,-87.98298392764454,3,1,45.98,12297.0,0.366,0,1,1,1.45,0.417,1,68.3,0.509,0.276,55.0,29.2,0.0,25.5,40.2,0,0,7.13,11.0,1.62,2.36,425.7,15.97
seg_000364,46.65369060186008,-104.69960162855563,2,0,5.9,33297.0,1.391,0,0,0,51.3,6.91,4,1817.3,0.42,0.406,24.0,44.6,28.2,14.5,979.5,0,1,7.53,16.6,2.8,2.83,26.2,6.78
seg_000365,33.880360669417804,-71.15439198511407,5,0,44.28,5375.0,0.379,0,0,0,2.61,0.691,3,31.2,0.662,1.792,22.3,70.9,20.0,17.1,124.8,0,0,7.43,3.5,1.71,2.55,166.2,6.47
seg_000366,47.107382967950024,-121.19368688568657,3,0,6.13,35.0,0.98,0,0,0,103.91,16.402,2,2790.3,0.591,1.923,33.9,46.2,12.8,26.0,61.5,0,1,7.09,6.3,3.4,3.68,82.1,3.72
seg_000367,45.82306476498947,-93.13411374046406,2,0,139.81,16556.0,2.483,0,0,0,24.84,5.842,6,551.3,0.312,1.659,16.1,39.4,44.5,12.2,0.2,0,0,7.74,16.3,5.48,6.51,106.8,12.44
seg_000368,29.50319610015382,-90.72975649108336,1,0,57.62,298.0,0.131,0,0,0,19.26,3.289,3,959.3,0.403,1.468,33.7,31.9,51.0,15.3,4.7,0,0,7.71,20.9,1.44,1.83,357.0,3.04
seg_000369,26.595309920128805,-87.141768820921,3,0,40.09,199.0,0.154,0,0,0,26.18,4.937,4,192.3,0.252,0.198,35.9,50.3,2.9,22.4,4.4,0,0,7.37,22.1,4.56,6.64,126.0,1.63
seg_000370,27.31789403168081,-110.17135904675476,5,0,26.87,1672.0,0.369,0,0,1,13.81,1.827,4,229.5,0.257,1.997,48.9,36.2,22.0,28.2,9.4,1,0,6.85,23.5,6.29,7.9,425.6,4.75
seg_000371,25.419101989985645,-103.85514720384786,5,0,8.33,6223.0,0.101,0,1,0,18.08,2.779,1,490.6,0.789,0.501,39.4,27.6,16.7,21.1,44.1,0,0,7.74,12.7,2.9,3.3,254.1,7.32
seg_000372,27.172188097386353,-76.0665292794313,3,0,3.81,62222.0,0.415,0,0,0,1.39,0.252,1,58.5,0.223,0.882,10.9,80.8,19.4,8.7,5.7,0,0,7.15,5.9,1.86,2.03,94.0,7.21
seg_000373,40.709155788576204,-113.69331939973073,2,0,18.5,69.0,0.577,0,0,0,9.27,1.865,3,350.6,0.309,1.294,37.2,70.5,0.0,17.6,749.5,0,0,7.17,9.7,6.97,9.73,319.1,4.08
seg_000374,26.637338914585268,-77.041664863945,2,0,15.46,5090.0,0.031,0,1,0,10.06,1.434,2,483.0,0.438,1.131,43.7,81.0,0.0,18.2,34.4,0,0,6.48,27.2,2.71,3.41,82.8,8.26
seg_000375,32.33643949675651,-92.36598547164094,8,0,33.67,79888.0,0.572,0,0,0,17.99,4.651,6,260.4,0.555,1.983,8.4,60.6,20.8,4.9,12.0,0,0,7.22,24.0,5.49,8.0,358.7,3.43
seg_000376,44.432132152297456,-80.79312435074324,1,1,3.45,3035.0,0.108,0,1,1,2.42,0.555,3,23.3,0.772,1.226,16.2,78.6,12.8,5.6,115.5,0,0,7.73,26.0,3.09,3.45,820.3,23.14
seg_000377,25.535254521923996,-83.61077275671865,1,0,24.77,20578.0,0.178,0,1,0,38.4,6.255,5,1211.6,0.433,0.521,22.2,61.3,36.0,14.8,26.3,0,0,7.19,18.4,3.18,3.26,230.0,4.71
seg_000378,43.73277509954552,-112.96433326767702,6,0,35.46,17002.0,0.671,0,0,0,3.49,0.816,1,85.5,0.311,1.171,30.4,47.3,20.0,9.2,391.7,0,0,7.37,17.9,1.86,1.95,237.6,3.68
seg_000379,31.4826598197882,-92.00886128683537,3,1,10.66,1290.0,0.089,0,1,0,14.08,0.727,5,280.6,0.494,0.718,39.2,75.1,1.6,15.2,19.9,0,0,7.03,22.6,2.13,3.17,135.7,7.01
seg_000380,27.717791035298095,-74.67205713730465,3,0,45.43,10449.0,0.379,0,0,0,94.49,18.746,2,3769.2,0.663,1.364,13.3,14.6,82.7,10.5,94.4,0,0,7.07,19.5,3.47,4.04,509.7,0.9
seg_000381,41.024954803375465,-99.9372582654881,4,0,16.96,4641.0,0.445,0,0,0,9.29,1.686,1,276.0,0.356,0.175,17.1,42.6,53.3,6.3,15.7,0,0,6.92,13.1,4.17,5.12,239.2,6.45
seg_000382,39.465685475937335,-68.93773532704763,3,1,5.32,2547.0,0.09,0,1,0,4.47,0.798,2,87.0,0.301,0.625,31.4,31.4,38.0,10.0,4.7,0,0,6.65,14.4,3.79,4.45,229.2,5.67
seg_000383,45.18185631112222,-98.77152419410035,4,0,6.5,101311.0,0.161,0,0,0,22.82,4.585,6,666.5,0.629,1.142,8.7,68.7,39.6,3.6,2.4,0,0,7.45,7.3,2.61,3.57,173.9,2.83
seg_000384,41.90663400748937,-116.71843307326269,8,0,9.81,3198.0,0.466,0,1,0,12.31,3.085,6,578.2,0.512,1.576,8.9,54.0,26.6,3.8,17.7,0,0,6.99,17.2,11.59,17.27,91.1,4.31
seg_000385,43.48006139885152,-102.41278855549496,2,0,5.16,64091.0,0.309,0,1,1,2.1,0.129,1,35.2,0.61,1.684,31.6,69.0,1.1,10.9,657.1,1,0,7.05,16.8,3.76,5.49,440.2,25.53
seg_000386,31.48679516914005,-69.80126042934884,2,0,24.83,1575.0,0.539,0,0,0,3.87,0.337,2,98.0,0.419,1.837,30.3,25.6,47.4,13.3,14.4,0,0,6.73,-0.1,5.05,5.8,81.9,2.76
seg_000387,29.081109506933625,-106.45619073828846,3,0,89.36,2890.0,0.965,0,0,1,27.19,1.425,5,488.1,0.688,0.819,19.3,24.9,74.9,10.5,3.2,0,0,7.22,23.4,5.48,8.16,1024.0,8.17
seg_000388,42.264139287739745,-74.65030672771036,5,0,61.92,2556.0,0.075,0,1,0,1.93,0.211,1,59.7,0.455,1.216,7.3,77.7,13.4,3.7,2.1,0,0,7.19,20.8,1.98,2.41,84.4,20.02
seg_000389,43.55719900314707,-73.88746046245039,5,0,11.74,33978.0,0.037,0,0,1,8.27,2.435,6,377.0,0.594,1.213,30.8,59.2,2.5,10.5,2.9,0,0,6.56,28.4,8.93,10.93,565.8,3.68
seg_000390,47.781618266015485,-104.68918158874625,1,0,60.0,644.0,0.549,0,0,0,1.52,0.219,2,52.4,0.43,1.809,15.4,84.5,6.2,7.1,11.4,0,0,6.75,11.7,2.4,3.05,234.2,2.01
seg_000391,34.49020656896281,-120.17105583306333,2,0,92.39,9544.0,0.736,1,1,0,6.45,1.252,1,88.7,0.541,1.708,23.4,62.6,14.0,15.0,11.1,0,0,7.69,21.0,1.45,1.63,290.8,54.15
seg_000392,33.55641597323401,-82.97564126878854,3,0,10.45,7098.0,0.298,0,0,0,14.96,4.45,2,161.7,0.539,0.907,20.6,30.1,62.6,10.6,3.8,0,0,7.56,10.5,1.57,1.88,263.8,2.66
seg_000393,42.85749809706593,-106.93228665718881,2,0,70.71,8746.0,0.25,0,0,0,13.34,2.758,4,87.7,0.679,1.231,32.0,72.3,9.6,14.3,28.9,1,0,6.81,13.1,1.8,2.54,87.0,2.67
seg_000394,32.83848142581941,-79.5904303730608,3,0,178.9,200565.0,0.454,0,0,0,60.41,5.604,7,2587.2,0.259,1.84,7.1,43.2,42.5,2.6,3.2,0,1,7.62,20.9,2.04,2.96,185.8,1.68
seg_000395,46.40741848888199,-99.32601880089489,3,0,47.94,2794.0,0.401,0,0,0,0.61,0.154,1,16.1,0.336,2.0,57.6,53.0,0.0,27.9,70.9,0,0,6.66,23.7,3.54,5.29,471.5,5.28
seg_000396,44.743493292389275,-96.85452894412795,4,0,14.84,893244.0,0.337,1,1,0,2.5,0.47,3,60.1,0.376,1.503,36.6,74.3,0.0,25.2,128.1,1,0,7.85,15.1,5.82,8.56,145.7,97.68
seg_000397,34.86686262962542,-79.88125440858487,4,1,17.27,41086.0,1.069,0,0,0,23.08,6.898,5,389.7,0.504,0.23,27.1,48.4,26.6,13.7,13.0,0,0,8.92,14.1,2.78,3.0,335.8,26.38
seg_000398,42.27003455920444,-102.82292679842558,0,0,13.59,195.0,0.095,0,1,0,45.81,10.939,5,1115.7,0.745,1.795,28.8,68.0,18.5,15.7,219.1,0,0,6.79,13.0,3.25,3.9,106.1,1.75
seg_000399,42.35448610394769,-99.29861397127095,5,0,165.35,398.0,0.572,0,1,0,5.67,1.695,2,118.4,0.679,1.008,19.7,44.6,24.3,13.2,79.1,0,0,7.18,28.6,6.38,7.19,218.4,10.93
seg_000400,27.37184898322645,-103.18095281136192,0,0,2.11,27484.0,0.676,0,0,0,38.21,10.419,4,1469.8,0.703,0.766,45.4,50.7,7.0,16.8,48.1,0,0,7.18,19.3,2.59,3.43,468.9,4.78
seg_000401,45.758716853630034,-103.69425011391776,2,0,67.07,773.0,1.158,0,0,0,8.16,0.779,1,300.3,0.407,0.651,23.3,72.0,0.0,17.3,22.7,0,0,7.46,24.3,4.17,6.09,73.3,4.62
seg_000402,36.62080456630071,-94.49509853971536,1,0,2.32,5966.0,1.451,0,0,0,80.92,19.179,3,2028.7,0.401,1.627,28.1,82.7,0.0,20.7,174.9,0,0,6.77,18.6,5.16,5.54,217.4,8.69
seg_000403,44.00852172047806,-78.08963221893326,3,0,1.25,859.0,0.359,0,1,0,6.58,1.148,3,226.3,0.618,1.807,43.0,53.2,0.0,21.7,5.0,0,0,7.12,10.5,6.85,8.23,78.2,10.0
seg_000404,32.36114082370407,-104.01743790849117,5,0,84.37,1717.0,0.284,0,0,0,13.8,1.137,4,434.8,0.715,1.403,10.2,55.2,43.5,6.7,43.2,0,0,7.96,15.6,2.16,2.28,143.5,1.31
seg_000405,45.59703425541261,-94.59322620881127,4,0,60.59,2277.0,0.35,0,0,0,6.08,1.167,1,205.7,0.775,0.213,4.5,51.0,54.5,2.4,192.4,0,0,6.93,22.1,6.34,8.09,330.3,1.2
seg_000406,33.95163861088575,-86.09781512432914,1,1,12.17,26275.0,0.688,0,0,0,24.05,1.765,3,941.9,0.418,1.975,20.4,55.6,14.5,7.0,2.4,0,0,7.52,25.1,3.29,4.46,219.4,26.15
seg_000407,25.24926598404686,-109.37251211438802,2,0,94.77,2451.0,0.009,0,1,0,1.99,0.479,3,18.2,0.577,1.16,44.7,21.5,12.6,16.2,1.0,0,0,6.66,15.4,1.23,1.77,143.5,9.53
seg_000408,45.82378545764306,-108.90367731566123,1,0,59.38,62404.0,0.096,0,0,1,4.9,0.687,1,207.7,0.621,1.672,26.9,89.3,0.0,8.7,0.5,0,1,7.54,17.4,2.26,2.84,475.3,2.33
seg_000409,27.099593566081072,-70.86203863263962,6,0,69.68,528.0,1.191,0,0,0,12.36,3.118,2,219.0,0.742,1.47,11.8,51.0,53.2,3.8,1.9,1,0,7.89,13.4,1.93,2.27,174.4,4.33
seg_000410,32.34421366457954,-83.03499474679685,3,0,27.12,20388.0,0.109,0,0,0,2.83,0.624,1,62.8,0.642,0.737,21.4,76.3,2.4,16.8,67.1,0,0,7.17,17.7,3.11,4.33,112.9,1.05
seg_000411,46.85142524216851,-91.52317277904808,4,0,95.34,5747.0,0.13,0,0,1,254.43,68.592,7,4438.5,0.455,1.844,23.2,87.2,0.0,8.7,16.3,0,0,7.4,11.9,3.76,5.57,107.3,3.07
seg_000412,46.86396437956379,-87.4322368436045,2,0,43.67,316.0,1.48,0,1,0,35.64,3.439,7,1504.4,0.661,0.679,28.0,85.6,0.0,10.5,29.1,0,0,7.61,13.4,5.33,6.96,116.0,34.06
seg_000413,38.18907142683558,-123.30063230000174,5,0,84.38,1344.0,0.174,0,1,0,2.23,0.47,1,98.2,0.47,1.962,15.9,35.8,47.9,10.7,5.7,0,0,6.69,26.7,5.3,7.92,316.7,9.07
seg_000414,39.532255879905385,-89.15002799742159,1,0,9.92,2607.0,0.172,0,1,0,71.86,19.114,4,813.6,0.794,1.97,43.4,58.5,4.7,26.2,2.3,0,0,6.65,19.2,3.39,4.75,75.8,3.52
seg_000415,35.31424700550136,-95.44848535299629,3,0,22.78,42222.0,1.287,0,0,0,15.82,1.693,4,450.8,0.419,0.182,41.5,75.8,0.0,30.3,23.0,0,0,6.65,25.3,0.96,1.44,325.7,6.62
seg_000416,31.743847749055483,-93.34651857279273,4,0,60.67,2825.0,0.235,1,0,0,26.72,6.568,5,592.7,0.244,0.346,29.9,47.0,12.3,19.9,21.6,0,0,7.51,17.8,1.97,2.8,447.2,6.66
seg_000417,32.55928454350807,-104.15341804381261,7,3,26.01,292833.0,0.341,0,0,0,4.9,0.594,1,64.6,0.626,0.545,31.5,74.7,4.8,20.4,682.0,0,0,8.04,18.0,4.43,5.86,157.4,9.72
seg_000418,40.46792448977188,-120.27451393264937,2,1,48.45,2031.0,0.411,0,0,0,54.72,13.893,3,1644.4,0.379,0.802,26.5,48.5,31.2,16.3,142.5,0,0,6.86,19.9,2.63,3.05,664.9,3.93
seg_000419,42.30461417706664,-113.78632445050097,5,0,108.47,4479.0,1.014,0,0,0,2.93,0.524,1,62.9,0.624,1.342,72.2,42.0,0.0,27.2,7.4,0,0,7.15,12.0,1.81,2.21,74.4,9.77
seg_000420,43.20631800569451,-69.85680663366504,2,0,48.98,45346.0,0.04,0,0,0,6.91,1.497,3,257.2,0.246,0.794,35.8,53.7,14.0,23.7,17.3,0,0,7.13,20.3,1.04,1.39,63.6,2.69
seg_000421,43.16121728427474,-101.29542538828584,2,0,11.37,281.0,0.151,0,0,1,7.72,1.099,5,329.0,0.792,1.881,75.9,31.2,1.0,46.6,14.9,1,0,6.65,23.3,3.96,4.01,186.3,14.3
seg_000422,27.09774037011988,-97.93237696180988,4,0,3.79,45944.0,0.442,0,1,1,4.18,1.073,1,23.5,0.678,1.005,10.5,64.4,27.4,6.1,1.6,0,0,6.34,18.9,3.55,4.18,406.1,11.3
seg_000423,36.37166700815937,-121.94283218850053,4,0,9.55,927.0,0.285,0,1,0,16.4,1.325,3,486.1,0.613,1.159,16.5,41.3,27.6,11.1,120.2,0,0,7.95,29.7,5.82,8.66,89.9,2.46
seg_000424,26.323851480382817,-122.82115868644912,7,0,32.61,2502.0,0.163,0,0,0,7.75,0.763,2,241.4,0.586,1.29,21.3,18.4,64.9,7.7,3.5,0,0,7.5,21.8,8.03,8.73,161.6,2.69
seg_000425,37.639164293445916,-83.40347607128805,2,0,0.32,7571.0,0.267,0,1,0,3.21,0.233,1,62.0,0.284,0.908,11.4,54.6,23.5,7.6,334.3,0,0,6.97,26.1,1.84,2.65,29.9,33.83
seg_000426,35.15520153158767,-93.79050948097554,1,0,6.31,735.0,1.694,0,1,0,2.41,0.694,1,99.3,0.287,1.306,42.8,60.2,0.0,31.5,16.3,0,1,7.46,22.4,6.88,9.73,404.1,52.72
seg_000427,45.417196203440895,-95.49505291545654,0,0,11.88,728523.0,0.011,0,0,0,45.46,7.572,2,2087.9,0.246,0.27,25.4,72.4,8.2,9.9,7.9,1,0,7.34,7.9,1.23,1.77,394.5,2.72
seg_000428,33.07104528869781,-110.89877723548521,4,0,62.44,5005.0,0.079,0,0,0,6.87,1.164,4,270.7,0.658,1.054,16.6,23.9,43.4,10.8,4.3,0,0,7.32,10.8,4.67,4.74,123.9,0.93
seg_000429,27.692541377834935,-81.80445756546452,4,1,1.57,5084.0,0.009,0,1,0,2.1,0.263,3,60.4,0.628,0.727,24.3,69.4,12.2,18.1,5.6,0,0,7.52,18.1,7.91,10.13,1103.3,29.83
seg_000430,28.288808687215223,-115.24227841170747,4,0,1.54,1239.0,0.45,0,1,0,4.84,0.81,1,26.6,0.719,0.484,6.2,57.1,25.4,2.3,0.3,0,0,6.93,24.8,1.73,2.34,622.7,10.86
seg_000431,42.51474452950186,-113.98378486766084,1,2,24.07,225.0,0.007,0,0,0,31.02,3.374,1,744.0,0.59,0.172,39.9,61.3,0.0,26.3,51.2,0,0,5.99,17.3,4.42,6.18,1948.0,3.35
seg_000432,39.21901545627401,-98.27869406180002,2,0,5.87,30257.0,0.303,0,1,0,48.3,13.906,5,1749.4,0.437,1.584,57.3,55.5,0.0,35.8,969.2,1,0,6.84,8.5,2.24,2.82,163.8,10.52
seg_000433,27.325821550824177,-108.39576799750743,2,0,8.32,2250.0,0.98,0,0,0,24.32,2.817,3,296.0,0.74,0.331,7.9,58.7,33.0,3.2,348.9,0,0,6.94,13.3,2.34,3.22,332.1,2.99
seg_000434,26.93445654064494,-110.64714708847751,3,1,6.11,7061.0,0.051,0,1,0,12.33,3.468,1,492.0,0.57,0.425,47.0,74.9,0.0,21.0,8.0,0,0,7.14,23.6,5.53,8.28,675.5,16.12
seg_000435,41.122290023559756,-87.57621661590676,6,1,20.92,644.0,0.25,0,1,0,8.02,1.38,3,261.6,0.228,0.42,25.8,40.4,39.2,20.3,7.7,0,0,6.7,2.7,3.51,5.11,151.5,43.91
seg_000436,26.673549146376452,-87.24363877732442,1,0,1.71,16562.0,0.237,0,0,0,2.21,0.353,1,44.1,0.739,1.963,28.3,14.9,69.6,13.9,410.7,0,0,7.86,12.3,1.62,2.4,99.8,19.59
seg_000437,43.902781363678194,-77.17800995160411,5,0,84.4,2423.0,0.225,0,1,0,24.6,6.173,5,1062.2,0.724,0.581,27.3,56.8,29.6,21.4,30.6,1,0,7.28,16.8,4.8,6.18,281.7,4.66
seg_000438,41.243571224599414,-100.7729031155674,3,0,3.94,142.0,0.65,0,1,0,12.72,2.209,1,431.6,0.655,0.454,23.2,55.2,27.2,10.6,7.5,0,0,5.67,19.2,5.07,6.84,283.6,11.06
seg_000439,26.871021954763695,-120.76106472048329,0,1,90.84,2121.0,0.002,0,0,0,2.67,0.312,1,49.9,0.757,1.942,8.2,73.9,39.7,2.8,19.3,0,0,7.92,14.2,5.63,7.23,170.4,1.28
seg_000440,26.951267423959415,-109.12734967455546,2,1,45.17,20768.0,0.757,0,0,0,6.76,1.074,3,93.9,0.439,1.292,4.8,61.4,21.2,3.4,90.7,1,0,7.71,27.6,2.29,3.18,342.2,3.96
seg_000441,47.69271030552704,-68.15968313458463,5,1,52.81,14496.0,0.913,0,1,0,16.09,2.573,4,194.1,0.707,1.397,66.3,45.6,0.0,48.9,446.9,0,0,6.9,18.4,1.51,1.97,159.8,14.23
seg_000442,33.60822830239077,-90.41700263650328,2,0,5.69,7790.0,0.282,0,0,0,13.46,1.666,1,664.9,0.76,1.648,48.1,22.3,25.0,19.6,392.9,0,0,6.7,7.8,3.29,3.89,120.3,9.58
seg_000443,33.524769382538494,-83.83524908154082,4,0,33.23,3789.0,1.091,0,0,0,14.79,2.293,2,652.1,0.675,1.138,28.0,32.2,40.5,14.4,35.3,0,0,7.47,21.6,1.92,2.08,274.1,4.4
seg_000444,43.69439004692256,-124.57324588172595,5,0,50.96,4028.0,0.24,0,0,0,11.36,0.909,2,408.7,0.639,1.131,31.3,40.4,43.2,14.6,140.6,0,0,6.59,16.2,5.6,7.06,142.7,5.49
seg_000445,46.78671727982875,-94.94406753341379,2,0,24.5,1086.0,0.593,0,1,0,6.71,1.913,4,175.7,0.414,1.997,59.0,10.4,21.9,44.4,15.6,0,0,7.26,14.4,4.51,4.82,400.5,9.03
seg_000446,47.67802446792603,-122.82333786315542,2,0,24.03,40594.0,0.246,0,0,0,2.7,0.567,1,116.6,0.403,1.411,24.7,28.1,54.1,11.0,619.1,0,0,6.69,13.9,3.79,5.62,296.2,7.04
seg_000447,42.32769826095566,-91.98464769869602,5,0,5.21,3331.0,0.019,0,0,0,1.65,0.162,1,60.4,0.739,1.452,15.3,29.6,49.2,9.9,1.0,0,0,7.76,14.2,8.12,9.81,221.6,8.91
seg_000448,33.65397046721106,-71.59529072110763,3,0,16.04,1208.0,0.044,0,1,0,2.54,0.629,2,76.4,0.308,0.268,36.1,63.4,0.0,22.7,128.5,0,0,7.02,26.0,3.68,4.07,208.6,3.99
seg_000449,26.92051648406938,-68.83169043097635,0,0,4.89,125195.0,0.292,0,0,0,10.64,1.24,6,426.4,0.226,0.317,11.8,56.5,14.7,5.4,0.5,0,0,7.21,16.3,7.88,11.53,109.6,4.6
seg_000450,42.874379066331045,-93.6479448274424,5,0,108.2,49162.0,2.307,0,1,0,21.94,4.367,2,227.4,0.584,1.065,19.0,38.0,45.2,9.3,6.9,0,0,7.05,16.5,8.63,9.91,153.9,8.24
seg_000451,37.843297743923515,-98.42412129537148,3,1,34.64,4643.0,0.098,0,1,0,21.24,5.919,3,942.1,0.402,1.485,19.6,30.0,33.8,9.3,7.9,0,0,7.72,9.8,4.37,6.27,33.2,6.61
